Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),EUI,Util $,Addl 1st $,40yr LCS,LEED
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.19,49052,-5232,112881.939,7
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.12,49054,-3017,113359.634,7
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.98,49698,-3534,116220.2015,6
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.40,49254,-18978,122681.2115,7
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.25,49149,-16764,125249.6865,7
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.81,49539,-17280,117414.5255,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.26,49124,-17066,123308.8755,7
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.12,49011,-14851,126033.6705,7
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.62,48403,-15368,120455.141,7
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.13,48004,2091,126036.851,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.01,47895,4306,128683.486,8
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.84,48632,3789,129726.8335,7
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.33,48212,-11655,135718.8835,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.21,48112,-9441,138189.6585,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.70,48475,-9957,130882.0775,7
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.20,48076,-9743,136463.7875,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,79.07,47970,-7528,139051.8025,8
E10,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.76,51334,-8045,63594.889,5
E11,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.25,50929,1680,69293.839,5
E12,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.13,50822,3894,71901.394,5
E10,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.25,83.00,51563,3378,72866.5815,5
E11,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.48,51151,-12067,78702.3115,5
E12,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.35,51048,-9852,81231.7065,5
E10,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.84,51406,-10369,74021.8255,5
E11,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.33,51005,-10154,79642.6155,5
E12,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.25,82.20,50895,-7939,82308.7905,5
E10,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.61,50178,-8456,78860.121,6
E11,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.09,49767,9003,84676.311,6
E12,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.25,80.95,49657,11217,87342.486,6
E10,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.82,50393,10701,88405.3735,6
E11,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.30,49977,-4744,94319.2635,6
E12,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.16,49868,-2529,96965.8985,6
E10,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.68,50248,-3046,89326.1375,6
E11,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.16,49837,-2831,95142.3275,6
E12,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.25,81.02,49725,-616,97847.5825,6
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.72,50554,-1133,76745.014,6
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.22,50147,3771,82483.044,6
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.09,50038,5985,85129.679,6
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.93,50776,5469,86153.4865,6
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.43,50373,-9976,91813.3565,6
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.30,50257,-7761,94596.7715,6
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.79,50627,-8278,87152.4105,6
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.29,50217,-8063,92949.0605,6
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,81.16,50106,-5848,95634.7755,6
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.59,49409,-6365,91795.306,7
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.06,48979,11094,97982.756,7
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.00,48988,13308,98323.671,7
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.79,49616,12792,101496.8785,6
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.27,49202,-2653,107371.6885,7
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.14,49095,-438,109979.2435,7
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.66,49478,-955,102280.8625,7
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.13,49055,-740,108331.5325,7
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.25,80.00,48941,1475,111075.8675,7
E10,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.72,51176,958,75684.804,5
E11,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.21,50768,-7323,81442.374,6
E12,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.07,50662,-5108,84030.389,6
E10,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.95,51405,-5625,84956.4965,5
E11,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.43,50988,-21069,90889.9265,5
E12,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.29,50880,-18855,93517.0215,5
E10,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.80,51246,-19371,86150.8205,5
E11,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.29,50848,-19157,91712.9905,5
E12,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.25,82.15,50733,-16942,94476.8655,6
E10,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.60,50031,-17459,90735.096,6
E11,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.07,49617,0,96609.906,6
E12,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.25,80.93,49510,2215,99217.461,7
E10,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.80,50247,1698,100260.8085,6
E11,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.28,49831,-13746,106174.6985,6
E12,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.14,49718,-11532,108899.4935,6
E10,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.67,50101,-12048,101201.1125,6
E11,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.15,49692,-11834,106978.2225,6
E12,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.25,81.00,49578,-9619,109722.5575,7
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.75,50407,-10136,88619.989,6
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.25,50003,-5232,94299.399,6
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.11,49897,-3017,96887.414,6
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.96,50633,-3534,97950.3015,6
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.49,50244,-18978,103336.6115,6
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.32,50116,-16764,106354.5065,6
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.82,50479,-17280,99046.9255,6
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.37,50108,-17066,104081.5155,6
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,81.18,49966,-14851,107372.9705,6
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.64,49317,-15368,102595.581,7
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.11,48905,2091,108431.311,7
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.04,48903,4306,108987.166,7
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.90,49553,3789,111730.4935,7
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.32,49113,-11655,118113.3435,7
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.18,49007,-9441,120701.3585,7
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.71,49383,-9957,113139.7575,7
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.18,48974,-9743,118916.8675,7
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.25,80.04,48865,-7528,121563.5025,7
E10,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.25,81.13,48836,-8045,112405.809,7
E11,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.25,80.75,48501,1680,116736.959,7
E12,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.25,80.66,48414,3894,118953.714,7
E10,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.25,81.30,49021,3378,122537.2615,7
E11,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.25,80.90,48672,-12067,127141.9715,7
E12,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.25,80.81,48588,-9852,129300.1065,7
E10,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.25,81.20,48899,-10369,123008.6055,7
E11,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.25,80.80,48558,-10154,127456.9955,7
E12,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.25,80.71,48470,-7939,129693.2905,7
E10,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.42,48055,-8456,120343.541,8
E11,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.11,47728,9003,124518.371,8
E12,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.25,79.93,47590,11217,127731.666,8
E10,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.55,48211,10701,131041.6535,8
E11,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.27,47919,-4744,134532.5835,8
E12,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.14,47812,-2529,137140.1385,8
E10,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.47,48108,-3046,131141.7375,8
E11,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.17,47798,-2831,134984.3875,8
E12,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.25,80.05,47684,-616,137728.7225,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.42,48303,-1133,120729.554,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.09,47985,3771,124728.524,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.02,47909,5985,126730.339,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.56,48473,5469,131154.1065,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.22,48154,-9976,135172.6165,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.15,48070,-7761,137330.7515,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.46,48358,-8278,131488.6705,8
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.14,48043,-8063,135429.0205,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,80.06,47958,-5848,137606.6955,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.83,47543,-6365,128256.946,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.30,47086,11094,134971.976,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.35,47071,13308,135781.851,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.97,47735,12792,138251.6185,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.38,47256,-2653,145396.5285,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.56,47280,-438,145444.3435,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.88,47609,-955,138801.1225,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.25,47123,-740,146082.8125,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.25,79.43,47156,1475,145954.7675,9
E10,E30,R-25,"2"" Vert",SB60,0.1,0.65,1.25,81.15,48862,958,120900.364,7
E11,E30,R-25,"2"" Vert",SB60,0.1,0.65,1.25,80.75,48510,-7323,125563.694,7
E12,E30,R-25,"2"" Vert",SB60,0.1,0.65,1.25,80.65,48421,-5108,127819.529,7
E10,E31,R-25,"2"" Vert",SB60,0.1,0.65,1.25,81.31,49039,-5625,131188.1365,7
E11,E31,R-25,"2"" Vert",SB60,0.1,0.65,1.25,80.90,48682,-21069,135949.1665,7
E12,E31,R-25,"2"" Vert",SB60,0.1,0.65,1.25,80.80,48593,-18855,138205.0015,7
E10,E32,R-25,"2"" Vert",SB60,0.1,0.65,1.25,81.21,48921,-19371,131581.3205,7
E11,E32,R-25,"2"" Vert",SB60,0.1,0.65,1.25,80.80,48571,-19157,136205.5705,7
E12,E32,R-25,"2"" Vert",SB60,0.1,0.65,1.25,80.70,48476,-16942,138578.6455,7
E10,E30,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.44,48069,-17459,129072.576,8
E11,E30,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.11,47734,0,133403.726,8
E12,E30,R-30,"2"" Vert",SB60,0.1,0.65,1.25,79.96,47609,2215,136363.001,8
E10,E31,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.56,48229,1698,139692.5285,8
E11,E31,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.26,47917,-13746,143574.2585,8
E12,E31,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.17,47826,-11532,145869.1735,8
E10,E32,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.48,48122,-12048,139870.7725,8
E11,E32,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.16,47795,-11834,144045.6025,8
E12,E32,R-30,"2"" Vert",SB60,0.1,0.65,1.25,80.07,47702,-9619,146379.5975,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.48,48334,-10136,129126.409,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.15,48001,-5232,133418.479,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.06,47917,-3017,135576.614,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.63,48506,-3534,139511.8815,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.27,48166,-18978,143940.7315,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.19,48078,-16764,146177.0265,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.53,48393,-17280,139807.3655,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.19,48055,-17066,144197.1355,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.10,47968,-14851,146413.8905,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.87,47544,-15368,137240.001,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.19,47034,2091,144990.651,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.37,47054,4306,145116.626,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,80.02,47752,3789,146922.0335,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.47,47278,-11655,153969.2435,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.21,47112,-9441,157729.6585,9
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.93,47613,-9957,147725.5575,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.28,47115,-9743,155241.7275,9
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.25,79.35,47090,-7528,156247.0025,9
E10,E30,R-25,"2"" Vert",SB70,0.15,0.65,1.25,81.99,49729,-8045,94956.589,6
E11,E30,R-25,"2"" Vert",SB70,0.15,0.65,1.25,81.53,49318,1680,100772.779,7
E12,E30,R-25,"2"" Vert",SB70,0.15,0.65,1.25,81.41,49214,3894,103321.714,7
E10,E31,R-25,"2"" Vert",SB70,0.15,0.65,1.25,82.12,49828,3378,106768.4815,6
E11,E31,R-25,"2"" Vert",SB70,0.15,0.65,1.25,81.74,49541,-12067,110161.7115,7
E12,E31,R-25,"2"" Vert",SB70,0.15,0.65,1.25,81.62,49429,-9852,112866.9665,7
E10,E32,R-25,"2"" Vert",SB70,0.15,0.65,1.25,82.07,49806,-10369,105285.8255,6
E11,E32,R-25,"2"" Vert",SB70,0.15,0.65,1.25,81.60,49383,-10154,111336.4955,7
E12,E32,R-25,"2"" Vert",SB70,0.15,0.65,1.25,81.48,49283,-7939,113807.2705,7
E10,E30,R-30,"2"" Vert",SB70,0.15,0.65,1.25,81.11,48754,-8456,106685.081,7
E11,E30,R-30,"2"" Vert",SB70,0.15,0.65,1.25,80.72,48409,9003,111211.631,7
E12,E30,R-30,"2"" Vert",SB70,0.15,0.65,1.25,80.63,48327,11217,113330.686,8
E10,E31,R-30,"2"" Vert",SB70,0.15,0.65,1.25,81.27,48933,10701,116933.7735,7
E11,E31,R-30,"2"" Vert",SB70,0.15,0.65,1.25,80.88,48590,-4744,121421.2435,7
E12,E31,R-30,"2"" Vert",SB70,0.15,0.65,1.25,80.78,48501,-2529,123677.0785,7
E10,E32,R-30,"2"" Vert",SB70,0.15,0.65,1.25,81.16,48812,-3046,117385.5775,7
E11,E32,R-30,"2"" Vert",SB70,0.15,0.65,1.25,80.77,48468,-2831,121892.5875,7
E12,E32,R-30,"2"" Vert",SB70,0.15,0.65,1.25,80.68,48382,-616,124089.8025,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,81.15,49061,-1133,105918.234,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.74,48680,3771,111148.224,7
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.63,48575,5985,113716.699,7
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,81.33,49263,5469,115717.5065,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.91,48870,-9976,121181.9765,7
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.80,48771,-7761,123633.2115,7
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,81.20,49123,-8278,116540.5705,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.80,48747,-8063,121672.8605,7
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.69,48644,-5848,124202.2555,7
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.39,48212,-6365,115184.686,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.13,47945,11094,118187.116,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.01,47842,13308,120716.511,8
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.53,48380,12792,125648.3185,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.21,48068,-2653,129530.0485,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.13,47995,-438,131473.2435,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.43,48269,-955,125904.7225,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.12,47971,-740,129512.8925,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1.25,80.05,47894,1475,131534.2475,8
E10,E30,R-25,"2"" Vert",SB60,0.15,0.65,1.25,81.99,49715,958,104232.744,6
E11,E30,R-25,"2"" Vert",SB60,0.15,0.65,1.25,81.52,49304,-7323,110048.934,7
E12,E30,R-25,"2"" Vert",SB60,0.15,0.65,1.25,81.40,49202,-5108,112558.789,7
E10,E31,R-25,"2"" Vert",SB60,0.15,0.65,1.25,82.12,49810,-5625,116122.7965,6
E11,E31,R-25,"2"" Vert",SB60,0.15,0.65,1.25,81.73,49521,-21069,119555.1065,7
E12,E31,R-25,"2"" Vert",SB60,0.15,0.65,1.25,81.60,49407,-18855,122299.4415,7
E10,E32,R-25,"2"" Vert",SB60,0.15,0.65,1.25,82.06,49787,-19371,114659.6805,6
E11,E32,R-25,"2"" Vert",SB60,0.15,0.65,1.25,81.58,49369,-19157,120612.6505,7
E12,E32,R-25,"2"" Vert",SB60,0.15,0.65,1.25,81.47,49266,-16942,123142.0455,7
E10,E30,R-30,"2"" Vert",SB60,0.15,0.65,1.25,81.11,48775,-17459,115277.336,7
E11,E30,R-30,"2"" Vert",SB60,0.15,0.65,1.25,80.72,48419,0,120018.826,7
E12,E30,R-30,"2"" Vert",SB60,0.15,0.65,1.25,80.62,48329,2215,122294.201,8
E10,E31,R-30,"2"" Vert",SB60,0.15,0.65,1.25,81.28,48949,1698,125623.7285,7
E11,E31,R-30,"2"" Vert",SB60,0.15,0.65,1.25,80.87,48589,-13746,130443.3785,7
E12,E31,R-30,"2"" Vert",SB60,0.15,0.65,1.25,80.77,48498,-11532,132738.2935,7
E10,E32,R-30,"2"" Vert",SB60,0.15,0.65,1.25,81.17,48832,-12048,125997.3725,7
E11,E32,R-30,"2"" Vert",SB60,0.15,0.65,1.25,80.77,48474,-11834,130777.9425,7
E12,E32,R-30,"2"" Vert",SB60,0.15,0.65,1.25,80.67,48387,-9619,132994.6975,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,81.20,49098,-10136,114197.849,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.79,48714,-5232,119486.459,7
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.68,48601,-3017,122211.254,7
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,81.38,49300,-3534,123997.1215,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.95,48903,-18978,129539.7515,7
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.84,48801,-16764,132049.6065,7
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,81.26,49159,-17280,124839.7255,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.85,48779,-17066,130050.1755,7
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.74,48672,-14851,132657.7305,7
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.44,48239,-15368,123659.701,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.11,47925,2091,127580.511,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.04,47846,4306,129640.946,8
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.58,48408,3789,134103.7935,7
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.24,48074,-11655,138415.4035,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.16,47989,-9441,140593.0785,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.49,48298,-9957,134340.6575,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.16,47974,-9743,138456.8675,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1.25,80.11,47912,-7528,140185.1225,8
E10,E30,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.85,50553,-8045,78855.629,6
E11,E30,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.35,50120,1680,85101.699,6
E12,E30,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.22,50001,3894,87943.734,6
E10,E31,R-25,"2"" Vert",SB70,0.2,0.65,1.25,83.06,50769,3378,88381.3415,6
E11,E31,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.56,50347,-12067,94412.4715,6
E12,E31,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.42,50231,-9852,97195.8865,6
E10,E32,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.93,50628,-10369,89223.9455,6
E11,E32,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.42,50193,-10154,95509.0955,6
E12,E32,R-25,"2"" Vert",SB70,0.2,0.65,1.25,82.29,50078,-7939,98272.9705,6
E10,E30,R-30,"2"" Vert",SB70,0.2,0.65,1.25,81.95,49610,-8456,89958.841,6
E11,E30,R-30,"2"" Vert",SB70,0.2,0.65,1.25,81.50,49206,9003,95638.251,7
E12,E30,R-30,"2"" Vert",SB70,0.2,0.65,1.25,81.39,49106,11217,98109.026,7
E10,E31,R-30,"2"" Vert",SB70,0.2,0.65,1.25,82.08,49715,10701,101653.4935,6
E11,E31,R-30,"2"" Vert",SB70,0.2,0.65,1.25,81.69,49426,-4744,105085.8035,7
E12,E31,R-30,"2"" Vert",SB70,0.2,0.65,1.25,81.57,49315,-2529,107771.5185,7
E10,E32,R-30,"2"" Vert",SB70,0.2,0.65,1.25,82.03,49686,-3046,100307.6175,6
E11,E32,R-30,"2"" Vert",SB70,0.2,0.65,1.25,81.55,49273,-2831,106162.8875,7
E12,E32,R-30,"2"" Vert",SB70,0.2,0.65,1.25,81.45,49173,-616,108633.6625,7
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.89,49767,-1133,92122.994,6
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.52,49505,3771,95027.724,7
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.41,49407,5985,97459.419,7
